ticket_id,review,category,rating,emotion,confidence,priority
TKT-1591,The phone is good for first 30 days then the problems come up. My battery which would last for a ful,mobile,1,anger/sadness,46.65%,HIGH
TKT-1597,"Based on my 2 months of use, I find that I struggle with the touch a lot and the speed of the proces",mobile,1,anger/sadness,50.63%,HIGH
TKT-1601,Software issues with wifi,smartTv,1,anger/sadness,48.13%,HIGH
TKT-1607,not working. Mi 10000mAH Li-Polymer Power Bank 2i (blue) not working. when charging to power bank by,mobile,1,anger/sadness,59.80%,HIGH
TKT-1609,"Mobile hanged too much, every time need to switch off, /on for 4g network",mobile accessories,2,anger/sadness,78.08%,HIGH
TKT-1618,I purchased two of them now both stopped working. One of them stopped charging after 10 day still ha,mobile,1,anger/sadness,92.69%,HIGH
TKT-1621,Bad Quality and service,smartTv,1,anger/sadness,91.07%,HIGH
TKT-1630,"Worst product i have ever seen , it only work for 1 day after that it won't work",mobile,1,anger/sadness,90.66%,HIGH
TKT-1642,Very slow. hanging,smartTv,2,anger/sadness,71.98%,HIGH
TKT-1644,"I bought this product 3 months back, now it's not working for calls. How can i get replacement",mobile,3,anger/sadness,73.52%,HIGH
TKT-1656,"The item was defective, why should we pay for a brand new item and receive a defective product, on c",smartTv,1,anger/sadness,95.98%,HIGH
TKT-1666,Worst .. performance.....and worst compare to Intel processor,smartTv,1,anger/sadness,89.30%,HIGH
TKT-1670,I am not sure why it automatically Turning off Its being 2 month to me. Planning to go dont center t,smartTv,2,anger/sadness,98.22%,HIGH
TKT-1676,"Don't purchase this mobile, it is hanging sometime, camera clarity very poor, display also small iam",mobile,1,anger/sadness,94.23%,HIGH
TKT-1692,In side wire loose so damage this side this item bought on April 2018 warranty one year couster serv,refrigerator,1,anger/sadness,84.69%,HIGH
TKT-1718,Phone is very slow & hanging also. Failed in mi model. Pls don't buy it. Go to another model.,mobile,1,anger/sadness,97.41%,HIGH
TKT-1719,I bought it on 10th of October 2018. I got it delivered by 12th October 2018. I'm using it since the,mobile accessories,1,anger/sadness,71.21%,HIGH
TKT-1721,"When system is turned on it takes much time say 20 mins to turn on, provided that I have installed m",smartTv,2,anger/sadness,64.64%,HIGH
TKT-1728,Poor camera even mobiles having single camera have more clarity than this phone,mobile accessories,1,anger/sadness,60.67%,HIGH
TKT-1732,"Usb cable got burnt and not working,i think its a duplicate product, because my friend bought same p",mobile,1,anger/sadness,49.05%,HIGH
TKT-1747,The headphone jack is not working in iphone 6s gold.. its just been 20 days and its not working..,mobile accessories,1,anger/sadness,58.88%,HIGH
TKT-1749,I am very disappointed after having this phone bcoz camera quality is very weak.. And want to advise,mobile accessories,1,anger/sadness,81.36%,HIGH
TKT-1751,Phone is getting hang in just using 5 days. Phone is completely defective,smartTv,1,anger/sadness,80.44%,HIGH
TKT-1772,I haven't removed card from mobile for few months but one day it suddenly become read only. When che,mobile,1,anger/sadness,49.78%,HIGH
TKT-1777,Received unauthorized product. Got it checked by Apple care center and phone is dead. It has been on,mobile,1,anger/sadness,82.31%,HIGH
TKT-1781,Charging capacity is great and charges the phone pretty quickly... but the problem is I'm never sure,mobile,3,anger/sadness,58.63%,HIGH
TKT-1783,"Performance is below average, very slow processing. Dolby effect is there but audio is very low,so n",smartTv,1,anger/sadness,59.67%,HIGH
TKT-1789,Pathetic camera. Pictures snapped appear distorted and grainy likewise a picture looses pixles when ,mobile,1,anger/sadness,77.27%,HIGH
TKT-1796,"The product quality & Sound quality is good. but it stopped working after 5 days of usage, Bluetooth",mobile accessories,2,anger/sadness,93.30%,HIGH
TKT-1799,Sound quality poor. Even my laptop has more sound than this product.,smartTv,2,anger/sadness,79.17%,HIGH
TKT-1806,The product worked only for two weeks!,refrigerator,1,anger/sadness,69.64%,HIGH
TKT-1809,I've received a defective item so returned it and decided to purchase it from the market only.,mobile,1,anger/sadness,86.38%,HIGH
TKT-1811,"Worst camera. Leave about 48MP, after looking at the pics(in mobile, not PC/laptop) you will feel li",mobile,2,anger/sadness,48.29%,HIGH
TKT-1817,Display quality is the worst. Too slow for serious work.,smartTv,2,anger/sadness,76.82%,HIGH
TKT-1820,Battery received along with the camera is fake one. I have charged it fully before using but it stil,refrigerator,2,anger/sadness,85.05%,HIGH
TKT-1831,Recieved phone but apple stickers are missing.. which means phone box probably opened before.. but p,mobile accessories,4,anger/sadness,49.50%,HIGH
TKT-1834,Very bad experience. System is booting very slow. Bigger than mentioned. No performance of 8 gb. Req,smartTv,1,anger/sadness,89.20%,HIGH
TKT-1837,I have ordered this product and it was not working with my TV. It was not loading fire TV when I att,smartTv,1,anger/sadness,70.73%,HIGH
TKT-1840,Remote is not working,smartTv,1,anger/sadness,54.22%,HIGH
TKT-1843,Average,mobile,3,neutral,55.72%,MEDIUM
TKT-1844,"I have purchased this phone on 3 Oct , on 29 Oct phone get turned off automatically (with 80% batter",mobile,1,anger/sadness,67.14%,HIGH
TKT-1846,Redmi 6A has lag problems. This phone is hanging and lags while using YouTube and browser.Redmi 5A i,mobile,1,anger/sadness,43.58%,HIGH
TKT-1848,Nobody come to install tv till now.very disappointed,smartTv,1,anger/sadness,55.07%,HIGH
TKT-1850,"Only in 7 days of purchase, the price is decrease by 1000 rs. Really disappointed.",mobile accessories,1,anger/sadness,66.69%,HIGH
TKT-1858,Bad voice,smartTv,1,anger/sadness,68.42%,HIGH
TKT-1860,Worst product from HP. Performance is too slow. Applications hangs frequently. I got defective one i,smartTv,1,anger/sadness,96.52%,HIGH
TKT-1867,Charger getting heated up too much,mobile,5,anger/sadness,39.53%,HIGH
TKT-1869,Already replaced it once and have it serviced another time.,smartTv,1,anger/sadness,51.13%,HIGH
TKT-1873,Good for nothing. Doesn't work as promised. Don't buy,smartTv,1,anger/sadness,88.86%,HIGH
TKT-1877,Nothing is working as expected delivered a defective product and chasing amzon for custome support i,mobile,1,anger/sadness,90.74%,HIGH
TKT-1887,After 25 days of usage am going to review this Phone.... 2 major issues.. 1.phone is getting heat wh,mobile,5,anger/sadness,47.79%,HIGH
TKT-1904,"Dont buy this product .In a month , the microphone stopped working.",mobile,2,anger/sadness,97.53%,HIGH
TKT-1915,Ok product for the money,mobile accessories,3,neutral,40.75%,MEDIUM
TKT-1918,MiA2 is a disaster! The company tried to make a stock android phone but guess their engineers were n,mobile,1,anger/sadness,58.83%,HIGH
TKT-1924,"The product is cheaper than other top brands and 10000mAH battery runs long. However, data cable sto",mobile,3,anger/sadness,57.27%,HIGH
TKT-1934,Main thing which i considered while burying this phone camara and battery. I had been using since 1 ,mobile,1,anger/sadness,42.72%,HIGH
TKT-1935,dead phone deliver,mobile,1,anger/sadness,80.87%,HIGH
TKT-1937,It's been 5 days only that I have bought this product.... Cons: -10m bluetooth connectivity is a myt,mobile accessories,2,anger/sadness,35.28%,HIGH
TKT-1941,I literally got vim bar I need a replacement or a refund,mobile accessories,1,anger/sadness,78.94%,HIGH
TKT-1945,Poor screen performance,mobile accessories,1,anger/sadness,78.52%,HIGH
TKT-1948,I m using this phone since last 4 months... Its screen is not working well... Touch is not working w,mobile,2,anger/sadness,92.39%,HIGH
TKT-1949,I am a genuine buyer of this phone and really astonished to see so many good reviews of this phone. ,mobile accessories,1,anger/sadness,62.74%,HIGH
TKT-1952,"The audio cracks at 90%+ volume, + bass is kinda artificial.Buy only if its available at around 500.",smartTv,3,neutral,41.24%,MEDIUM
TKT-1954,"Charger is very poor, doesn't charge as required.",smartTv,4,anger/sadness,52.25%,HIGH
TKT-1956,Prices have fallen by rs 10000 in 3 days after I bought my phone. I feel terrible.,mobile,1,anger/sadness,63.99%,HIGH
TKT-1958,Picture quality is not good battery is draining very fast and phone is slow,mobile,1,anger/sadness,44.34%,HIGH
TKT-1966,Display are not working properly,mobile,5,anger/sadness,75.78%,HIGH
TKT-1985,Not good. Waste of money. Small blots in screen,mobile,1,anger/sadness,93.17%,HIGH
TKT-1988,Ok product .,mobile accessories,5,neutral,42.95%,MEDIUM
TKT-1996,Camera quality is poor,mobile accessories,3,anger/sadness,66.92%,HIGH
TKT-1999,"Very must dissappointed with this mbl. Please dont buy it, you will get disappointed asu dont have r",mobile accessories,1,anger/sadness,93.83%,HIGH
TKT-2005,Very bad,smartTv,2,anger/sadness,67.42%,HIGH
TKT-2014,This phone is very heat,mobile accessories,1,anger/sadness,56.26%,HIGH
TKT-2020,No installation yet poor response,smartTv,1,anger/sadness,89.49%,HIGH
TKT-2026,"Even after several calls, no service support for Installation.",smartTv,2,anger/sadness,58.42%,HIGH
TKT-2039,Bad,mobile,1,anger/sadness,67.42%,HIGH
TKT-2044,Very hear while charging. Also heat produce while calling. Am not expect from this from Big brand sa,mobile,1,anger/sadness,92.76%,HIGH
TKT-2064,Cheap phone,smartTv,1,anger/sadness,69.62%,HIGH
TKT-2073,Worse,mobile accessories,2,anger/sadness,84.19%,HIGH
TKT-2076,Stopped working after 2moths only and v|ry bad service centre and replacement policy,mobile,1,anger/sadness,97.10%,HIGH
TKT-2082,If anyone has the same problem that their ice isn't freezing? Also the fridge doesn't maintain a col,refrigerator,2,anger/sadness,66.01%,HIGH
TKT-2086,White spot is there on the screen,smartTv,1,anger/sadness,47.51%,HIGH
TKT-2088,LOOKS LIKE A FAKE PHONE,mobile accessories,3,anger/sadness,62.58%,HIGH
TKT-2089,Phone is not working properly plus i called amazon to help on this bt didnt get any call back.They t,smartTv,1,anger/sadness,78.37%,HIGH
TKT-2093,It is getting stuck in between the songs when pairing with phone,smartTv,2,anger/sadness,53.58%,HIGH
TKT-2104,"worst mobile, not worth for money.",smartTv,1,anger/sadness,80.70%,HIGH
TKT-2108,Not bad,mobile accessories,4,anger/sadness,67.42%,HIGH
TKT-2117,"As per claim, battery is not fast charging. It is taking 2 hours to get full charge. Phone is gettin",mobile accessories,3,anger/sadness,79.91%,HIGH
TKT-2118,we got wrong pgoduct,mobile,1,anger/sadness,53.68%,HIGH
TKT-2121,Bought this in an exchange offer which took my father's old Redmi Note 3 for Rs. 4000. Buying this w,mobile,4,anger/sadness,58.29%,HIGH
TKT-2150,Got a defective product...very disappointed by Amazon's service...,mobile accessories,1,anger/sadness,85.52%,HIGH
TKT-2153,Quality is not that much and earplug material hard and quality of bass is very poor,mobile accessories,1,anger/sadness,55.17%,HIGH
TKT-2169,"Not a great phone.. Pic quality is horrible.. Network issues are there,it takes Time to connect. Not",mobile accessories,1,anger/sadness,49.67%,HIGH
TKT-2173,12 months ago I'm not a Jbl fan but now I'm a huge fan of Jbl. It's build quality is good & sounds i,mobile,5,anger/sadness,45.70%,HIGH
TKT-2190,I was using Iphone 6 and was happy with it so tried to upgrade but this phone is total downgrade. Ne,mobile accessories,1,anger/sadness,72.81%,HIGH
TKT-2192,Not working now,mobile,1,anger/sadness,76.11%,HIGH
TKT-2195,Just after 2 months of use the phone started restarting automatically,mobile,1,anger/sadness,75.52%,HIGH
TKT-2198,Absolutely terrible product. It died on its own. Don't think I just got unlucky. I handled the devic,mobile accessories,1,anger/sadness,86.26%,HIGH
TKT-2200,Working well..,mobile accessories,5,anger/sadness,76.11%,HIGH
TKT-2201,Product worked fine for 3 months battery standby started dropping and suddenly started switching off,mobile accessories,2,anger/sadness,83.00%,HIGH
TKT-2206,a somewhat ok product.doesnt have the expected sound.,smartTv,3,neutral,40.99%,MEDIUM
TKT-2226,The sound quality is not bad but the Bass is very best also noise cancelation is working properly ..,mobile accessories,5,anger/sadness,60.44%,HIGH
TKT-2242,The phone Mi A2 is good in terms of camera and finger print sensors but it is really pathetic in ter,mobile,3,anger/sadness,44.94%,HIGH
TKT-2248,Look wise it's good but over all performance wise rating is rating 3 only. Its finger print sensor d,mobile accessories,3,neutral,48.50%,MEDIUM
TKT-2252,Okay phone but lots of mobile software pre installed which are not needed and keeps bombarding with ,mobile,3,neutral,39.87%,MEDIUM
TKT-2256,"I recieved with one leg broken . But i didn't replace, it was a little mistake, otherwise product is",refrigerator,5,anger/sadness,76.71%,HIGH
TKT-2268,"Camera is not good as expected, fingerprint reader is very slow as compared to other device, battery",mobile accessories,4,neutral,38.28%,MEDIUM
TKT-2276,After unboxing I just recieved only accesories...there was no phone in the box... please don't buy t,mobile,1,anger/sadness,83.46%,HIGH
TKT-2279,Volume is too low.. sound quality is also poor.. even it is non-returnable just a waste of money,smartTv,1,anger/sadness,92.55%,HIGH
TKT-2280,"Avoid buying this. This fails in basic things like, network coverage with poor signal.. due to this ",mobile accessories,2,anger/sadness,45.70%,HIGH
TKT-2294,"i buy m30s phone there is a big issue, only indian sim is working at present i'm in Saudi Arabia and",mobile,1,anger/sadness,84.52%,HIGH
TKT-2295,It's a total waste .it's mic doesn't works over video calls Even when charged fully shows low batter,mobile accessories,1,anger/sadness,76.73%,HIGH
TKT-2316,"Speaker quality is worst, gives creeking noise. Compaint to iphone support team , amazon is not even",mobile,4,anger/sadness,61.21%,HIGH
TKT-2320,Defect product,smartTv,1,anger/sadness,45.13%,HIGH
TKT-2334,door shelves breaks only after one month of use. I regret in cost cutting the product has non durabl,refrigerator,1,anger/sadness,47.69%,HIGH
TKT-2344,Its stoped working with in a year.not repairable also.,mobile,1,anger/sadness,54.95%,HIGH
TKT-2345,"I bought this phone on 15th July and now I am facing a problem in typing,it gets hang when I type",mobile accessories,1,anger/sadness,75.58%,HIGH
